index,middle,ring,pinky
0.82,0.25,0.30,0.39
0.84,0.25,0.30,0.39
0.83,0.25,0.30,0.39
0.84,0.25,0.28,0.39
0.83,0.25,0.29,0.39
0.84,0.25,0.30,0.40
0.83,0.25,0.29,0.40
0.84,0.25,0.29,0.39
0.84,0.25,0.29,0.39
0.85,0.26,0.28,0.39
0.84,0.25,0.29,0.39
0.84,0.25,0.28,0.40
0.84,0.25,0.28,0.40
0.84,0.25,0.28,0.39
0.84,0.25,0.29,0.40
0.84,0.24,0.29,0.40
0.84,0.25,0.29,0.39
0.84,0.25,0.29,0.39
0.83,0.25,0.29,0.39
0.83,0.25,0.29,0.39
0.84,0.26,0.28,0.39
0.82,0.26,0.27,0.43
0.83,0.25,0.28,0.43
0.82,0.24,0.27,0.43
0.83,0.24,0.28,0.41
0.83,0.25,0.29,0.43
0.83,0.25,0.28,0.41
0.83,0.25,0.28,0.42
0.83,0.25,0.28,0.41
0.83,0.25,0.27,0.41
0.83,0.26,0.27,0.40
0.83,0.27,0.27,0.40
0.84,0.26,0.28,0.40
0.84,0.26,0.28,0.40
0.84,0.27,0.27,0.41
0.83,0.25,0.28,0.41
0.84,0.26,0.28,0.40
0.84,0.25,0.28,0.41
0.83,0.25,0.28,0.41
0.83,0.26,0.28,0.40
0.83,0.25,0.28,0.41
0.83,0.24,0.28,0.40
0.81,0.23,0.29,0.39
0.80,0.22,0.28,0.39
0.81,0.23,0.28,0.39
0.80,0.23,0.29,0.39
0.81,0.24,0.29,0.39
0.82,0.24,0.28,0.39
0.81,0.24,0.28,0.39
0.80,0.24,0.26,0.40
0.80,0.23,0.26,0.40
0.79,0.23,0.28,0.40
0.80,0.23,0.28,0.38
0.78,0.22,0.29,0.38
0.80,0.24,0.29,0.38
0.79,0.23,0.29,0.38
0.80,0.23,0.27,0.38
0.79,0.22,0.27,0.38
0.80,0.24,0.27,0.37
0.81,0.25,0.28,0.37
0.81,0.26,0.28,0.37
0.80,0.27,0.28,0.35
0.80,0.26,0.29,0.37
0.80,0.27,0.28,0.36
0.80,0.26,0.28,0.37
0.79,0.26,0.28,0.36
0.77,0.25,0.27,0.35
0.76,0.29,0.28,0.34
0.77,0.28,0.28,0.34
0.81,0.23,0.28,0.33
0.82,0.22,0.28,0.33
0.81,0.23,0.28,0.33
0.83,0.24,0.28,0.34
0.83,0.24,0.28,0.35
0.83,0.25,0.28,0.35
0.83,0.25,0.27,0.35
0.83,0.26,0.27,0.35
0.84,0.26,0.28,0.35
0.83,0.27,0.28,0.35
0.84,0.28,0.27,0.35
0.83,0.28,0.28,0.36
0.81,0.27,0.28,0.35
0.82,0.28,0.29,0.35
0.83,0.29,0.28,0.35
0.82,0.28,0.27,0.36
0.81,0.28,0.27,0.37
0.80,0.27,0.28,0.37
0.81,0.28,0.28,0.37
0.81,0.28,0.29,0.36
